Motion Through Fluids Experiment Thu, Feb 15, 2024 10:41 AM
Time(sec)	Position(mm)
12.991	87.268
13.053	87.468
13.115	87.870
13.177	88.271
13.239	88.472
13.301	88.672
13.363	89.074
13.425	89.274
13.487	89.675
13.549	89.876
13.611	90.277
13.673	90.477
13.735	90.878
13.797	91.078
13.859	91.479
13.921	91.680
13.983	92.080
14.045	92.280
14.107	92.681
14.169	92.881
14.231	93.281
14.293	93.482
14.355	93.882
14.417	94.082
14.479	94.282
14.541	94.682
14.603	95.082
14.665	95.282
14.727	95.482
14.789	95.882
14.851	96.281
14.913	96.481
14.975	96.681
15.037	97.081
15.099	97.281
15.161	97.680
15.223	98.081
15.285	98.279
15.347	98.479
15.409	98.878
15.471	99.279
15.533	99.477
15.595	99.676
15.657	100.075
15.719	100.275
15.781	100.674
15.843	100.873
15.905	101.274
15.967	101.472
16.029	101.870
16.091	102.070
16.153	102.468
16.215	102.668
16.277	103.066
16.339	103.265
16.403	103.665
16.463	103.863
16.525	104.062
16.587	104.460
16.649	104.860
16.711	105.058
16.773	105.257
16.835	105.655
16.897	106.054
16.959	106.252
17.021	106.451
17.083	106.849
17.145	107.048
17.207	107.445
17.269	107.845
17.331	108.042
17.393	108.241
17.455	108.638
17.517	108.837
17.579	109.236
17.641	109.434
17.703	109.831
17.765	110.030
17.827	110.428
17.889	110.626
17.951	111.023
18.013	111.222
18.075	111.619
18.137	111.817
18.199	112.216
18.261	112.413
18.323	112.810
18.385	113.008
18.447	113.407
18.509	113.604
18.571	114.000
18.633	114.199
18.695	114.597
18.757	114.794
18.819	114.992
18.881	115.389
18.943	115.787
19.006	115.984
19.067	116.182
19.129	116.578
19.191	116.976
19.253	117.173
19.315	117.371
19.377	117.767
19.439	117.966
19.501	118.362
19.563	118.560
19.625	118.957
19.687	119.154
19.749	119.550
19.811	119.948
19.873	120.146
19.935	120.342
19.997	120.738
20.059	120.937
20.121	121.333
20.183	121.530
20.245	121.926
20.307	122.125
20.369	122.521
20.431	122.718
20.493	123.114
20.555	123.312
20.617	123.708
20.679	123.905
20.741	124.301
20.803	124.499
20.865	124.894
20.927	125.090
20.989	125.487
21.051	125.685
21.113	125.881
21.175	126.278
21.237	126.673
21.299	126.871
21.361	127.067
21.423	127.463
21.485	127.858
21.547	128.056
21.609	128.451
21.671	128.649
21.733	128.846
21.795	129.241
21.857	129.636
21.919	129.834
21.981	130.031
22.043	130.426
22.105	130.821
22.167	131.018
22.229	131.215
22.291	131.610
22.353	131.808
22.415	132.202
22.477	132.400
22.539	132.794
22.601	132.992
22.663	133.386
22.725	133.584
22.787	133.978
22.849	134.175
22.911	134.570
22.973	134.767
23.035	135.162
23.097	135.359
23.159	135.753
23.221	135.950
23.283	136.345
23.345	136.542
23.407	136.936
23.469	137.133
23.531	137.528
23.593	137.725
23.655	138.119
23.717	138.316
23.779	138.710
23.841	138.907
23.903	139.301
23.965	139.498
24.027	139.695
24.089	140.090
24.151	140.484
24.213	140.681
24.275	140.878
24.337	141.272
24.399	141.666
24.461	141.863
24.523	142.060
24.585	142.453
24.647	142.650
24.709	143.044
24.771	143.241
24.833	143.635
24.895	143.832
24.957	144.226
25.019	144.423
25.081	144.816
25.143	145.013
25.205	145.407
25.267	145.604
25.329	145.998
25.391	146.194
25.453	146.391
25.515	146.785
25.577	147.179
25.639	147.375
25.701	147.769
25.763	147.966
25.825	148.359
25.887	148.556
25.949	148.950
26.011	149.147
26.073	149.343
26.135	149.737
26.197	150.130
26.259	150.327
26.321	150.524
26.383	150.917
26.445	151.311
26.507	151.507
26.569	151.704
26.631	152.098
26.693	152.294
26.755	152.688
26.817	152.884
26.879	153.278
26.941	153.475
27.003	153.868
27.065	154.065
27.127	154.458
27.189	154.655
27.251	155.048
27.313	155.245
27.375	155.638
27.437	155.834
27.499	156.228
27.561	156.424
27.623	156.818
27.685	157.014
27.747	157.211
27.809	157.604
27.871	157.997
27.933	158.194
27.995	158.391
28.057	158.784
28.119	159.177
28.181	159.374
28.243	159.767
28.305	159.964
28.367	160.160
28.429	160.553
28.491	160.750
28.553	161.143
28.615	161.340
28.677	161.733
28.739	162.126
28.801	162.323
28.863	162.519
28.925	162.912
28.987	163.109
29.049	163.502
29.111	163.699
29.173	164.092
29.235	164.288
29.297	164.682
29.359	164.878
29.421	165.271
29.483	165.468
29.545	165.861
29.607	166.058
29.669	166.451
29.731	166.647
29.793	167.041
29.855	167.237
29.917	167.630
29.979	167.827
30.041	168.023
30.103	168.417
30.165	168.810
30.227	169.006
30.289	169.203
30.351	169.596
30.413	169.989
30.475	170.186
30.537	170.382
30.599	170.776
30.661	170.972
30.723	171.365
30.785	171.562
30.847	171.955
30.909	172.152
30.971	172.545
31.033	172.741
31.095	173.135
31.157	173.331
31.219	173.724
31.281	173.921
31.343	174.314
31.405	174.511
31.467	174.708
31.529	175.101
31.591	175.494
31.653	175.691
31.715	175.887
31.777	176.281
31.839	176.674
31.901	176.870
31.963	177.067
32.025	177.460
32.087	177.657
32.149	178.050
32.211	178.247
32.273	178.640
32.335	178.837
32.397	179.230
32.459	179.427
32.521	179.820
32.583	180.017
32.645	180.411
32.707	180.607
32.769	181.001
32.831	181.197
32.893	181.591
32.955	181.788
33.017	182.181
33.079	182.378
33.141	182.575
33.203	182.968
33.265	183.362
33.327	183.558
33.389	183.755
33.451	184.149
33.513	184.542
33.575	184.739
33.637	184.936
33.699	185.329
33.761	185.526
33.823	185.920
33.885	186.117
33.947	186.510
34.009	186.707
34.071	187.101
34.133	187.298
34.195	187.495
34.257	187.888
34.319	188.282
34.381	188.479
34.444	188.676
34.505	189.070
34.567	189.266
34.629	189.660
34.691	189.857
34.753	190.251
34.815	190.448
34.877	190.842
34.939	191.039
35.001	191.433
35.063	191.630
35.125	192.024
35.187	192.221
35.249	192.615
35.311	192.812
35.373	193.206
35.435	193.403
35.497	193.797
35.559	193.994
35.621	194.191
35.683	194.585
35.745	194.980
35.807	195.177
35.869	195.374
35.931	195.768
35.993	195.965
36.055	196.360
36.117	196.557
36.179	196.951
36.241	197.148
36.303	197.543
36.365	197.740
36.427	198.134
36.489	198.332
36.551	198.726
36.613	198.923
36.675	199.121
36.737	199.515
36.799	199.910
36.861	200.107
36.923	200.304
36.985	200.699
37.047	200.896
37.109	201.291
37.171	201.488
37.233	201.883
37.295	202.081
37.357	202.475
37.419	202.673
37.481	202.870
37.543	203.265
37.605	203.660
37.667	203.858
37.729	204.055
37.791	204.450
37.853	204.845
37.915	205.043
37.977	205.240
38.039	205.635
38.101	205.833
38.163	206.228
38.225	206.426
38.287	206.821
38.349	207.019
38.411	207.414
38.473	207.612
38.535	207.809
38.597	208.205
38.659	208.600
38.721	208.798
38.783	208.996
38.845	209.391
38.907	209.589
38.969	209.985
39.031	210.182
39.093	210.578
39.155	210.776
39.217	211.172
39.279	211.370
39.341	211.765
39.403	211.963
39.465	212.359
39.527	212.557
39.589	212.755
39.651	213.151
39.713	213.349
39.775	213.745
39.837	213.943
39.899	214.339
39.961	214.537
40.023	214.934
40.085	215.132
40.147	215.528
40.209	215.726
40.271	216.122
40.333	216.321
40.395	216.519
40.457	216.915
40.519	217.114
40.581	217.510
40.643	217.708
40.705	218.105
40.767	218.303
40.829	218.700
40.891	218.898
40.953	219.295
41.015	219.494
41.077	219.692
41.139	220.089
41.201	220.486
41.263	220.684
41.325	220.883
41.387	221.280
41.449	221.478
41.511	221.876
41.573	222.074
41.635	222.273
41.697	222.670
41.759	223.067
41.821	223.266
41.883	223.465
41.945	223.862
42.007	224.061
42.069	224.458
42.131	224.657
42.193	225.055
42.255	225.254
42.317	225.651
42.379	225.850
42.441	226.248
42.503	226.447
42.565	226.646
42.627	227.044
42.689	227.243
42.751	227.641
42.813	227.840
42.875	228.039
42.937	228.437
42.999	228.835
43.061	229.035
43.123	229.234
43.185	229.632
43.247	229.831
43.309	230.230
43.371	230.429
43.433	230.828
43.495	231.027
43.557	231.426
43.619	231.625
43.681	232.024
43.743	232.223
43.805	232.423
43.867	232.821
43.929	233.021
43.991	233.420
44.053	233.619
44.115	233.819
44.177	234.218
44.239	234.617
44.301	234.817
44.363	235.017
44.425	235.416
44.487	235.616
44.549	236.015
44.611	236.215
44.673	236.615
44.735	236.814
44.797	237.014
44.859	237.414
44.921	237.814
44.983	238.014
45.045	238.214
45.107	238.614
45.169	238.814
45.231	239.214
45.293	239.414
45.355	239.814
45.417	240.014
45.479	240.214
45.541	240.615
45.603	240.815
45.665	241.216
45.727	241.416
45.789	241.817
45.851	242.017
45.913	242.417
45.975	242.618
46.037	242.818
46.099	243.219
46.161	243.420
46.223	243.821
46.285	244.021
46.347	244.422
46.409	244.623
46.471	244.824
46.533	245.225
46.595	245.627
46.657	245.827
46.719	246.028
46.781	246.429
46.843	246.630
46.905	247.033
46.967	247.233
47.029	247.434
47.091	247.836
47.153	248.036
47.215	248.438
47.277	248.640
47.339	249.042
47.401	249.243
47.463	249.444
47.525	249.846
47.587	250.047
47.649	250.450
47.711	250.651
47.773	251.054
47.835	251.255
47.897	251.456
47.959	251.859
48.021	252.263
48.083	252.464
48.145	252.665
48.207	253.068
48.269	253.270
48.331	253.471
48.393	253.874
48.455	254.279
48.517	254.480
48.579	254.681
48.641	255.085
48.703	255.287
48.765	255.691
48.827	255.892
48.889	256.094
48.951	256.498
49.013	256.700
49.075	257.104
49.137	257.306
49.199	257.509
49.262	257.912
49.323	258.114
49.385	258.519
49.447	258.721
49.509	258.923
49.571	259.328
49.633	259.531
49.695	259.935
49.757	260.137
49.819	260.542
49.881	260.745
49.943	260.948
50.005	261.352
50.067	261.758
50.129	261.961
50.191	262.163
50.253	262.569
50.315	262.771
50.377	262.975
50.439	263.380
50.501	263.786
50.563	263.989
50.625	264.191
50.687	264.598
50.749	264.800
50.811	265.003
50.873	265.409
50.935	265.613
50.997	266.020
51.059	266.222
51.121	266.629
51.183	266.832
51.245	267.036
51.307	267.442
51.369	267.646
51.431	268.053
51.493	268.256
51.555	268.664
51.617	268.867
51.679	269.070
51.741	269.478
51.803	269.681
51.865	269.886
51.927	270.292
51.989	270.701
52.051	270.905
52.113	271.108
52.175	271.516
52.237	271.720
52.299	271.924
52.361	272.332
52.423	272.536
52.485	272.945
52.547	273.148
52.609	273.558
52.671	273.762
52.733	273.966
52.795	274.375
52.857	274.579
52.919	274.784
52.981	275.192
53.043	275.397
53.105	275.807
53.167	276.011
53.229	276.421
53.291	276.625
53.353	276.830
53.415	277.240
53.477	277.444
53.539	277.854
53.601	278.059
53.663	278.264
53.725	278.674
53.787	278.879
53.849	279.290
53.911	279.495
53.973	279.700
54.035	280.111
54.097	280.316
54.159	280.521
54.221	280.931
54.283	281.137
54.345	281.548
54.407	281.753
54.469	282.165
54.531	282.371
54.593	282.577
54.655	282.988
54.717	283.194
54.779	283.400
54.841	283.811
54.903	284.016
54.965	284.429
55.027	284.635
55.089	285.047
55.151	285.253
55.213	285.460
55.275	285.872
55.337	286.078
55.399	286.284
55.461	286.697
55.523	286.904
55.585	287.316
55.647	287.523
55.709	287.729
55.771	288.143
55.833	288.349
55.895	288.763
55.957	288.969
56.019	289.176
56.081	289.590
56.143	289.797
56.205	290.004
56.267	290.418
56.329	290.625
56.391	291.039
56.453	0.000
56.515	0.000
56.577	0.000
56.639	0.000
56.701	0.000
56.763	0.000
56.825	0.000
56.887	0.000
56.949	0.000
57.011	0.000
57.073	0.000
57.135	0.000
57.197	0.000
57.259	0.000
57.321	0.000
57.383	0.000
57.445	0.000
57.507	0.000
57.569	0.000
57.631	0.000
57.693	0.000
57.755	0.000
57.817	0.000
57.879	0.000
57.941	0.000
58.003	0.000
58.065	0.000
58.127	0.000
58.189	0.000
58.251	0.000
58.313	0.000
58.375	0.000
58.437	0.000
58.499	0.000
58.561	0.000
58.623	0.000
58.685	0.000
58.747	0.000
58.809	0.000
58.871	0.000
58.933	0.000
58.995	0.000
59.057	0.000
59.119	0.000
59.181	0.000
59.243	0.000
59.305	0.000
59.367	0.000
59.429	0.000
59.491	0.000
59.553	0.000
59.615	0.000
59.677	0.000
59.739	0.000
59.801	0.000
59.863	0.000
59.925	0.000
59.987	0.000
60.049	0.000
60.111	0.000
60.173	0.000
60.235	0.000
60.297	0.000
60.359	0.000
60.421	0.000
60.483	0.000
60.545	0.000
60.607	0.000
60.669	0.000
60.731	0.000
60.793	0.000
60.855	0.000
60.917	0.000
60.979	0.000
61.041	0.000
61.103	0.000
61.165	0.000
61.227	0.000
61.289	0.000
61.351	0.000
61.413	0.000
61.475	0.000
61.537	0.000
61.599	0.000
61.661	0.000
61.723	0.000
61.785	0.000
61.847	0.000
61.909	0.000
61.971	0.000
